"","OTU_97.360","OTU_97.1096","OTU_97.2487","OTU_97.15869","OTU_97.29850","OTU_97.67","OTU_97.16585","OTU_97.35535","OTU_97.6703","OTU_97.1656","OTU_97.32588","OTU_97.33687","OTU_97.12461","OTU_97.37599","OTU_97.37902","OTU_97.39144","OTU_97.402","OTU_97.7623","OTU_97.26561","OTU_97.31428","OTU_97.226","OTU_97.9679","OTU_97.15051","OTU_97.29387","OTU_97.800","OTU_97.586","OTU_97.401","OTU_97.158","OTU_97.3264","OTU_97.255","OTU_97.7662","OTU_97.27756","OTU_97.175","OTU_97.16633","OTU_97.39322","OTU_97.331","OTU_97.4904","OTU_97.346","OTU_97.885","OTU_97.384","OTU_97.501","OTU_97.585","OTU_97.213","OTU_97.755","OTU_97.772","OTU_97.523","OTU_97.379","OTU_97.365","OTU_97.488","OTU_97.1399","OTU_97.281","OTU_97.337","OTU_97.424","OTU_97.26200","OTU_97.211","OTU_97.6580","OTU_97.35940","OTU_97.674","OTU_97.421","OTU_97.702","OTU_97.785","OTU_97.361","OTU_97.663","OTU_97.545","OTU_97.10199","OTU_97.339","OTU_97.288","OTU_97.42522","OTU_97.720","OTU_97.38248","OTU_97.286","OTU_97.2881","OTU_97.4651","OTU_97.7888","OTU_97.810","OTU_97.266","OTU_97.15337","OTU_97.155","OTU_97.617","OTU_97.683","OTU_97.181","OTU_97.23942","OTU_97.35268","OTU_97.34294","OTU_97.41674","OTU_97.571","OTU_97.43194","OTU_97.37076","OTU_97.37565","OTU_97.27813","OTU_97.37636","OTU_97.18624","OTU_97.43372","OTU_97.21746","OTU_97.26563","OTU_97.36971","OTU_97.16265","OTU_97.34800","OTU_97.39377","OTU_97.39184","OTU_97.699","OTU_97.645","OTU_97.27152","OTU_97.37903","OTU_97.23922","OTU_97.15271","OTU_97.10619","OTU_97.27041","OTU_97.10089","OTU_97.2847","OTU_97.38273","OTU_97.35521","OTU_97.5287","OTU_97.5561","OTU_97.57","OTU_97.4859","OTU_97.294","OTU_97.28512","OTU_97.1397","OTU_97.24025","OTU_97.154","OTU_97.24168","OTU_97.1681","OTU_97.144","OTU_97.15190","OTU_97.184","OTU_97.2918","OTU_97.204","OTU_97.6755","OTU_97.10101","OTU_97.16695","OTU_97.28399","OTU_97.24927","OTU_97.7657","OTU_97.4800","OTU_97.28748","OTU_97.7475","OTU_97.43362","OTU_97.38958","OTU_97.34","OTU_97.2297","OTU_97.7287","OTU_97.34683","OTU_97.28526","OTU_97.11618","OTU_97.24636","OTU_97.37987","OTU_97.29561","OTU_97.33056","OTU_97.18153","OTU_97.768","OTU_97.35237","OTU_97.14403","OTU_97.32564","OTU_97.34458","OTU_97.39245","OTU_97.14746","OTU_97.741","OTU_97.18382","OTU_97.33679","OTU_97.22716","OTU_97.24475","OTU_97.24870","OTU_97.25475","OTU_97.29574","OTU_97.29803","OTU_97.34780","OTU_97.34925","OTU_97.35176","OTU_97.35852","OTU_97.38665","OTU_97.38720","OTU_97.38931","OTU_97.39171","OTU_97.39459","OTU_97.5659","OTU_97.734","OTU_97.9982","OTU_97.14","OTU_97.1654","OTU_97.10938","OTU_97.20215","OTU_97.1201","OTU_97.5474","OTU_97.30402","OTU_97.37368","OTU_97.23136","OTU_97.28270","OTU_97.510","OTU_97.5894","OTU_97.824","OTU_97.1693","OTU_97.30088","OTU_97.29317","OTU_97.28280","OTU_97.8409","OTU_97.38818","OTU_97.11972","OTU_97.10385","OTU_97.232","OTU_97.41706","OTU_97.186","OTU_97.1779","OTU_97.37","OTU_97.24809","OTU_97.12279","OTU_97.36155","OTU_97.13028","OTU_97.41577","OTU_97.6625","OTU_97.16529","OTU_97.34479","OTU_97.13004","OTU_97.16539","OTU_97.34528","OTU_97.22261","OTU_97.19082","OTU_97.26863","OTU_97.10485","OTU_97.41853","OTU_97.28027","OTU_97.14926","OTU_97.22576","OTU_97.34703","OTU_97.29005","OTU_97.14061","OTU_97.20153","OTU_97.2464","OTU_97.18729","OTU_97.3911","OTU_97.24464","OTU_97.1677","OTU_97.34371","OTU_97.13450","OTU_97.73","OTU_97.40820","OTU_97.21012","OTU_97.11659","OTU_97.32087","OTU_97.5785","OTU_97.14116","OTU_97.10428","OTU_97.19163","OTU_97.33220","OTU_97.121","OTU_97.22041","OTU_97.25726","OTU_97.3324","OTU_97.9451","OTU_97.39984","OTU_97.5074","OTU_97.41989","OTU_97.29794","OTU_97.43210","OTU_97.43632","OTU_97.8514","OTU_97.40762","OTU_97.14259","OTU_97.59","OTU_97.30556","OTU_97.7542","OTU_97.36771","OTU_97.8830","OTU_97.31673","OTU_97.36663","OTU_97.22942","OTU_97.26883","OTU_97.1486","OTU_97.13522","OTU_97.43425","OTU_97.6433","OTU_97.43637","OTU_97.9316","OTU_97.951","OTU_97.18018","OTU_97.12419","OTU_97.15133","OTU_97.43023","OTU_97.31553","OTU_97.152","OTU_97.3161","OTU_97.3545","OTU_97.13145","OTU_97.404","OTU_97.13820","OTU_97.33897","OTU_97.20597","OTU_97.170","OTU_97.41441","OTU_97.41948","OTU_97.33390","OTU_97.1635","OTU_97.23009","OTU_97.11641","OTU_97.86","OTU_97.16034","OTU_97.36559","OTU_97.27883","OTU_97.34765","OTU_97.43213","OTU_97.13936","OTU_97.3002","OTU_97.25028","OTU_97.25986","OTU_97.3016","OTU_97.43403","OTU_97.578","OTU_97.381","OTU_97.15603","OTU_97.23396","OTU_97.118","OTU_97.10513"
"700098932",2,0,0,0,0,1,0,0,0,0,0,0,0,11,12,1,0,0,0,1,1,0,0,1,0,0,0,8,0,13,5,0,0,0,0,5,4,1,0,2,1,1,0,0,0,1,0,4,0,1,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,2,3,0,3,0,1,14,54,1,0,0,0,6,2,0,0,0,0,0,0,11,0,5,0,33,41,13,6,0,2,4,0,0,4,3,51,3,2,18,4,3,5,1,0,1,1,2,1,3,1,0,0,3,1,67,1,150,1,211,10,27,22,2,1,1,364,14,22,4,13,0,20,2,1,1,1,2,9,9,9,1,1,2,2,19,3,1,1,4,2,32,0,0,0,0,2,2,1,1,2,1,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,15,0,0,0,1,0,0,0,0,32,0,8,2,1,3,1,0,6,0,1,5,5,0,0,0,1,3,1,0,4,2,8,0,2,1,6,0,0,0,0,0,2,1,0,0,0,3,3,0,1,1,1,3,0,2,0,0,0,1,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700099002",9,12,6,8,2,12,1,5,1,3,3,3,0,46,110,8,1,3,3,2,0,0,1,1,0,0,0,0,0,3,5,3,5,0,0,2,1,1,7,1,0,0,5,0,0,0,0,3,0,3,2,2,2,4,1,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,9,2,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,43,3,0,0,0,0,0,0,0,19,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,0,5,6,0,0,2,0,0,0,0,43,0,0,27,0,0,3,0,0,4,1,2,0,0,1,1,0,0,0,30,0,0,2,111,15,0,15,2,0,1,180,47,19,4,4,8,79,1,0,0,12,6,5,0,0,0,7,1,3,0,0,0,5,2,0,0,1,0,2,0,0,28,15,10,3,2,1,0,1,0,19,6,6,0,4,2,0,24,3,0,3,102,2,0,6,0,2,1,9,3,89,29,78,2,10,14,44,16,65,0,2,36,88,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,3,0,0,0,0,0,34,25,2,3,8,2,9,1,7,0,0,0,2,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,7
"700099059",75,6,2,3,0,3,1,1,3,1,3,2,0,22,69,13,2,0,9,2,2,0,0,2,5,2,8,92,64,1,1,0,0,0,0,0,2,0,1,0,1,0,1,2,9,2,2,5,0,0,0,3,2,0,17,9,19,2,4,2,0,1,0,0,1,0,0,0,2,0,1,1,0,0,6,5,2,2,1,0,4,7,0,1,0,0,6,0,6,0,8,0,0,1,2,1,5,10,15,9,2,0,0,2,0,0,1,1,2,0,2,0,2,11,41,0,2,0,0,0,0,0,0,24,4,0,1,36,0,0,0,0,0,0,0,0,0,0,37,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,10,23,63,12,9,20,2,1,9,1,2,33,5,7,1,2,2,0,2,1,0,5,122,6,1,6,4,1,0,16,4,0,0,0,10,7,3,6,3,2,1,15,44,23,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,9,4,0,0,1,0,0,8,4,0,1,8,0,3,3,11,5,14,0,25,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,7,0,0,97
"700099590",3,4,1,3,1,8,0,0,0,0,0,2,1,11,17,29,7,3,0,3,4,1,1,1,2,0,10,86,4,3,10,7,20,15,1,0,4,0,0,0,0,1,21,0,0,13,2,5,0,0,0,12,0,0,3,0,0,1,0,0,0,9,3,0,0,27,0,0,0,5,3,4,7,0,1,0,0,0,3,2,2,0,0,0,0,1,1,0,0,0,4,3,1,0,1,4,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,303,956,31,177,150,267,174,141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
"700099746",0,2,0,20,6,0,0,0,0,0,0,2,0,52,21,57,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,18,0,0,0,0,0,9,1,5,27,0,9,0,0,0,0,2,0,0,1,108,0,0,0,0,0,0,0,13,3,2,9,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,22,0,29,27,52,22,9,238,6,44,51,236,2,0,5,4,26,36,0,0,1,0,39,10,0,2,175,0,26,2,21,7,3,2,0,0,0,24,15,161,10,1,12,3,25,112,15,0,0,9,3,3,0,95,4,0,5,35,441,7,11,23,525,3,68,10,56,1,1,796,4,38,2,6,0,8,10,705,0,3,0,12,2,10,1,0,651,0,68,175,15,0,47,4,100,1,0,5,0,0,88,0,47,0,0,48,1,0,0,90,154,98,9,14,10,0,98,1,16,98,155,2,5,12,56,8,1,9,1,76,170,29,0,0,0,0,0,0,0,0,0,0,0,7,3,21,130,1,26,6,6,27,9,3,0,66,3,25,4,2,14,0,7,0,13,5,17,3,3,0,3,2,2,1,2,0,0,18,27,61,93,27,6,5,17,11,2,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,217,258,0
"700100227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,1,138,43,1,0,0,0,2,0,0,0,3,1,1,0,0,5,0,0,3,0,1,0,2,287,1,0,1,8,0,0,0,54,12,2,0,0,26,0,1,0,1,1,0,0,0,3,0,2,0,0,11,24,12,2,0,0,32,159,0,0,0,63,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149,6,13,44,1,1,86,94,1,7,27,10,71,16,7,10,0,0,6,17,57,17,16,0,2,9,0,5,0,0,2,12,0,0,0,0,0,0,8,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0
"700101638",4,6,3,8,0,17,0,0,2,4,0,2,0,17,30,3,3,1,2,5,5,2,1,2,2,0,35,21,2,7,2,0,1,0,0,10,16,1,0,1,0,2,24,0,0,2,13,1,1,3,2,4,5,1,52,5,14,2,0,6,0,1,3,0,3,17,0,0,0,1,2,1,4,24,0,4,1,2,3,0,0,1,33,11,13,0,8,13,13,6,9,3,0,1,9,4,3,9,1,24,0,1,63,7,0,3,18,6,18,0,3,0,10,4,194,2,1,0,0,6,26,8,1,2,0,15,1,38,2,3,7,20,18,9,3,0,7,0,0,0,80,22,94,3,0,0,2,29,1,10,1,0,0,0,1,1,30,2,2,0,37,22,2,8,1,23,6,5,123,29,2,45,471,19,58,9,4,1,96,7,8,0,7,66,0,0,8,2,5,4,5,8,8,5,1,5,3,46,4,3,2,0,0,152,1,23,4,1,4,6,1,0,49,2,20,2,1,7,0,2,1,10,52,160,7,0,7,111,5,1,27,0,0,0,0,0,1,0,1,1,5,0,3,6,8,3,2,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,4,1,0,25,6,14,5,5,1,1,6,9,1,45,0,14,40,0,0,2,0,0,0,0,0,0,0,1,11,8,1,3,2,1,0,0,8,1,1,3,0,13,51,1,127,1
"700102242",0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,6,2,0,0,1,1,2,2,0,0,0,4,4,3,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,9,4,18,0,10,0,1,0,0,12,0,2,1,3,8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,10,0,41,3,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,3,2,1,0,2,32,9,1,24,40,0,0,2,7,2,66,0,0,9,1,8,0,0,2,44,2,0,0,0,1,3,0,1,12,2,2,0,0,16,117,8,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,4,0,3,0,0,0,0,6,0,1,0,0,0,0,0,0,6,1,1,7,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,0,1,2,12,0,0,4,0,0,0,0,0,0,0,0,0
"700102585",28,0,0,0,0,0,0,0,0,0,0,0,0,3,2,26,3,1,3,21,9,0,1,2,4,3,85,125,136,0,2,0,0,0,0,7,5,2,15,22,0,1,0,7,5,0,0,6,7,5,2,28,11,6,34,2,17,7,10,6,0,1,3,9,1,0,3,1,54,12,1,1,3,7,0,0,0,1,2,3,3,9,1,9,3,9,81,3,4,2,21,2,1,3,0,1,5,2,1,32,4,1,0,36,1,33,26,71,25,3,336,6,56,27,125,0,60,4,6,151,66,20,56,3,1,91,12,379,96,50,0,111,0,22,16,0,14,2,0,1,391,25,218,6,2,9,8,27,93,19,15,0,5,1,2,3,70,1,14,8,21,883,8,132,63,555,5,135,5,13,8,283,357,14,26,4,44,1,4,14,578,4,3,0,5,4,5,6,0,584,13,86,40,53,0,36,111,1168,4,20,2,0,0,33,3,15,1,0,37,0,0,0,41,98,46,5,3,4,0,3,3,7,50,87,1,1,0,8,3,0,5,0,7,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,3,0,0,1,0,0,0,3,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,18,8,0,23,4,8,0,4,0,2,0,5,6,0,0,54,140,99,5,39,216,585,35,11,300,12,13,19,4,40,22,0,0,3
"700102905",4,1,0,15,5,3,0,0,1,2,0,0,17,95,56,169,0,0,2,4,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,7,7,18,0,1,0,0,0,0,55,18,7,15,12,0,3,10,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,83,71,68,27,55,2,3,8,3,0,0,19,49,46,14,11,5,0,6,0,53,8,371,5,1,5,25,2,4,12,1,0,0,0,1,0,3,2,3,6,57,0,11,54,4,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,13,0,0,0,0,1,75,14,9,1,11,4,5,7,3,9,18,8,32,0,0,2,1,3,1,0,10,1,0,3,28,94,38,4,12,28,71,11,2,41,31,11,0,2,1,0,0,0,0
"700103446",0,19,45,11,6,14,5,0,5,0,1,1,5,50,223,67,1,0,2,0,2,2,1,1,1,1,0,25,3,2,5,2,19,1,2,39,9,6,0,2,3,1,55,0,5,2,3,1,2,1,1,3,0,0,11,0,2,1,1,2,3,0,4,10,43,32,0,11,1,0,2,1,0,11,3,2,2,4,1,0,0,1,2,3,5,0,1,3,2,1,2,0,1,10,2,3,8,11,1,0,0,1,16,32,0,12,83,25,5,4,63,5,27,14,407,4,27,6,8,67,39,15,3,12,2,141,27,86,13,0,0,0,0,0,0,0,10,0,7,457,9,1,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,14,0,1,0,0,17,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,137,2,2,1,1,10,22,0,8,3,2,2,150,5,40,9,0,2,6,5,1,16,3,10,0,1,1,0,34,0,1,7,92,3,1,9,13,0,0,1,7,286,14,2,0,0,1,1,0,0,0,2,18,3,0,3,2,9,23,1,3,1,12,4,4,1,0,12,54,0,0,8,3,1,1,14,2,1,12,7,16,2,3,2,3,1,14,0,0,11,33,1,13,0,0,1,0,1,0,5,3,0,4,109,25,34,5,7,2,20,29,42,5,8,14,2,0,0,0,25,0
"700103479",0,0,0,1,0,2,2,0,0,3,2,1,0,0,2,2,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,9,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,12,72,0,17,4,0,2,6,4,18,2,2,23,27,0,0,4,19,48,1,7,1,13,5,2,3,4,0,0,1,0,1,0,1,6,2,0,3,1,0,4,3,0,7,5,5,9,1,90,0,9,1,4,12,25,7,1,12,0,13,5,1,25,28,6,0,1,3,4,0,1,1,8,27,0,0,10,11,19,50,0,11,2,1,2,0,0,2,14,0,1,2,0,1,0,1,0,1,0,3,5,1,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,6,6,0,6,10,2,2,11,18,0,0,0,5,4,0,0,0,2,0,0,0,1,1,0,1,3,2,1,1,0,6,0,2,0,0,0,0,0,1,2,0,0,0
"700103621",0,0,2,4,0,6,1,0,1,2,2,2,1,26,35,1,0,1,6,1,5,0,0,1,0,3,0,2,1,5,3,3,54,6,0,0,10,10,1,0,1,2,1,0,3,0,0,11,5,3,1,21,3,5,0,0,0,1,2,0,0,1,0,15,0,0,2,1,7,2,2,1,10,5,18,0,0,0,8,1,1,0,2,1,1,0,0,0,0,0,1,1,1,0,3,0,4,8,0,1,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,151,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1547,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,43,5,6,17,1,0,1,1,1,15,4,9,0,1,3,0,0,3,3,6,103,2,0,2,3,0,1,4,4,0,0,0,1,0,0,9,1,0,71,1,17,16,2,94,2,29,43,14,3,105,144,53,11,12,10,61,66,6,39,20,2,5,63,55,18,16,0,0,0,0,0,0,0,0,0,0,0,20,42,3,0,8,0,0,1,2,9,6,5,0,0,3,0,0,22,0,0,0,1,0,0,0,0,0,2,3,95,535,0
"700103672",0,7,6,1,3,9,1,0,1,1,2,0,0,25,78,30,3,4,0,4,26,2,0,1,0,16,1,21,16,1,0,4,46,4,4,0,13,6,0,3,6,0,26,1,10,13,12,18,0,0,16,0,8,0,0,0,0,5,10,0,2,9,0,6,0,0,1,3,9,1,3,3,6,0,22,0,0,0,2,0,0,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,3,0,35,1,13,81,22,5,7,76,2,18,24,362,2,0,0,0,0,0,0,0,152,9,1,29,0,7,3,0,1,0,7,8,0,13,2,0,0,11,0,68,2,0,0,1,5,0,10,0,0,2,0,0,0,2,0,1,2,0,26,2,0,1,14,7,23,29,6,4,1,810,1,35,0,4,1,7,3,1,1,0,0,1,0,5,0,0,0,0,161,4,2,0,1,2,42,0,0,4,61,57,234,8,41,7,1,6,9,0,0,21,5,22,0,5,20,0,9,0,2,11,208,1,2,3,16,0,1,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,7,4,28,22,86,77,13,2,1,3,29,68,26,10,35,2,0,52,38,4,46,0,0,0,0,0,0,0,0,0,137,206,61,23,31,0,4,1,0,17,6,2,52,19,30,0,0,0,0,0,0,0,0,0,0,0,0,6,1,20,12,0,45,0
"700105049",1,2,0,4,3,5,2,0,0,2,4,0,0,1,5,7,0,0,0,0,0,0,1,1,0,0,4,6,5,0,0,0,0,0,0,0,0,1,0,6,4,1,1,1,1,0,0,0,0,0,19,6,2,1,1,0,0,1,0,3,3,3,1,1,0,1,5,0,1,1,1,1,0,1,0,3,3,1,26,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,3,17,1,0,0,4,0,3,1,18,4,9,2,0,5,8,0,0,9,2,14,0,15,0,0,2,0,0,0,0,0,1,3,5,50,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,39,8,0,0,58,3,8,2,2,2,20,14,0,27,1,7,5,14,0,11,2,0,0,0,1,5,3,0,0,2,0,6,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,20,37
"700105153",53,41,12,33,66,135,45,10,38,70,53,14,8,434,615,101,11,4,14,8,30,1,0,7,4,15,1,19,2,32,15,9,8,0,2,57,0,0,2,17,7,2,141,4,6,8,0,27,11,3,0,21,23,12,28,16,18,0,5,0,8,1,3,29,3,83,91,176,147,10,2,5,4,10,9,498,825,1022,13,20,3,27,11,11,68,5,14,36,15,4,2,5,15,78,14,29,28,60,18,12,6,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,175,213,0,0,12,0,288,0,217,82,6,744,58,17,12,12,3,26,3,0,4,72,39,147,2,1,1,10,32,1,1,4,2,6,0,3,2,7,3,4,3,14,50,1,11,32,57,236,157,168,24,11,11,657,1237,47,2,22,8,2182,9,4,17,53,582,0,0,3,5,326,4,4,112,55,21,19,6,114,515,537,0,31,0,0,376,20,65,30,3,9,11,8,2,81,5,41,2,25,15,3,5,3,4,3,372,5,3,41,5,1,0,16,7,0,0,0,37,2,1,2,0,1,5,1,93,24,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,66,114,87,21,66,38,36,5,26,22,574,0,66,36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,78,0,40,28,0,0,0
"700105210",0,0,0,0,1,1,0,0,1,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,32,1,4,0,0,0,0,0,0,1,0,0,4,0,0,18,1,0,0,321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,6,0,0,28,1,0,0,0,5,12,0,5,2,43,40,5,55,2,0,1,38,3,525,22,3,4,2,14,1,31,3,3,4,1,11,0,11,0,4,2,6,61,1,24,2,108,2,55,53,24,11,0,2327,13,107,1,5,0,6,4,3,1,0,0,2,1,8,0,0,4,0,613,7,8,0,3,23,136,0,58,0,15,15,48,1,3,2,0,0,0,0,1,2,1,5,0,1,8,0,2,0,0,0,19,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,13,9,0,0,0,2,5,1,5,1,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
